OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,seg
調度專員(物流士)(日&晚班)(現場徵才),全職,15,物流／運輸／資材,150107,倉儲物流人員,10,20221115,自行車搬運調度運作管理工作時間：07:00-17:00 (10小時)12:00-22:00 (10小時)(每日工時8小時+休息1小時+固定加班1小時)月休  8 日(依法給付未休假加班費)【11/15(二)下午2-4時景美站現場徵才】,台北市不限,無,日班、輪班二班制、中班,月薪,31700.0,36700.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2260365&HIRE_ID=11565601,微笑單車股份有限公司,20221104,"['調度', '專員', '現場', '徵才', '晚班', '物流']"
業務助理,全職,2,業務／貿易／銷售,20103,業務助理,1,額滿為止,進口理貨、分裝、出貨及貨款登錄等,台北市士林區,無,日班,月薪,32000.0,32000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=293189&HIRE_ID=11543227,立銪貿易有限公司,20221026,['業務助理']
業務助理,全職,2,業務／貿易／銷售,20103,業務助理,1,20221125,1. 協助業務人員執行業務相關的行政後勤工作、費用請款、系統建檔。2. 負責接聽電話、訪客接待、午餐訂購3. 完成主管交辦其他事項4. 每年進行考核，表現優異可轉專案，工作具有發展性及未來性,台北市中山區,無,日班,月薪,32000.0,35000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2410199&HIRE_ID=11563095,耀陽數位有限公司,20221103,['業務助理']
方法設計工程師(無誠勿試),全職,7,工程／研發／生技,70301,化學工程師,7,20230131,各類工廠之製程及公用系統設計：1. 製程及機械流程圖、設備/管線/儀錶數據表開列、水力計算等。2. 預試車、試車或操作。3. AutoCAD繪圖(可學)。,台北市士林區,5年以上,日班,月薪,35000.0,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=7871&HIRE_ID=11440997,中鼎工程股份有限公司,20221028,"['設計', '工程師', '無誠勿試', '方法']"
二廚 Commis II 員工餐廳 Staff Restaurant Kitchen,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,3,額滿為止,1.現場烹調。2.協助主廚，完成廚房相關工作。3.進行廚房內的衛生管理清潔工作。,台北市大安區,1年以上,日班、夜班,月薪,32000.0,35000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=103990&HIRE_ID=11493701,福華大飯店股份有限公司,20221017,"['二廚', 'Commis', 'II', '工餐', 'Staff', 'Restaurant', 'Kitchen']"
長期計時洗碗人員(珍寶小廚忠孝店),全職,16,旅遊／餐飲／休閒,160208,廚務清潔員,1,額滿為止,○將顧客使用之餐具器皿，以洗碗精洗滌，再以清水清洗。 ○將餐具擦乾或烘乾後歸位，做好餐具盤點及管理。 ○負責環境的打掃清潔例行工作。 ○廚餘回收及垃圾處理。 ○主管交辦作業事項-備料、協助廚房事務工作。,台北市大安區,無,輪班二班制,時薪,180.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2462909&HIRE_ID=11553565,新肴台灣餐飲股份有限公司,20221107,"['期計時', '人員', '珍寶小廚', '洗碗', '忠孝']"
外場服務人員【信義站12/14(三)14:00-16:00現場徵才活動】,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20221215,1.點餐及桌邊服務2.維持餐廳現場運行3.餐廳現場維護【信義站12/14(三)14:00-16:00現場徵才活動】,台北市不限,無,日班、中班,月薪,30000.0,35000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=152380&HIRE_ID=11581375,晶華國際酒店股份有限公司,20221111,"['14', '00', '外場', '服務人員', '信義站', '12', '16', '現場', '徵才', '活動']"
善菓屋-麵包店門市人員,全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,2,20221119,如果你喜歡沉浸在麵包香味中， 也喜歡與顧客分享和互動， 那麼~你就是我們要找的工作夥伴！ 工作內容1.肯努力學習的上進心。態度佳，配合高。2.產品銷售、產品介紹及試吃。 3.顧客服務。 4.維護工作站的清潔衛生。 5.負責賣場門市營運作業處理。 6.執行各項促銷專案與主管交辦事務。喜歡健康蔬食、喜歡帶給人溫暖笑容食物的朋友歡迎來認識我們！加入我們！ ,台北市中山區,無,日班、輪班二班制、中班,月薪,30000.0,35000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2370547&HIRE_ID=11463449,善菓餐飲國際股份有限公司,20221020,['善菓屋-麵包店門市人員']
手作功夫茶-兼職人員(錦州店)(雙城店)(西門町店)(無誠勿擾),全職,6,客服／門市,60102,客戶服務人員,9,20221231,1.依據客戶需求調製各類不含酒精之飲品。2.飲品備料之工作(烹煮茶葉、洗切水果)。3.定期檢查原物料保鮮期限。4.共同維護工作區域整潔。5.外送服務。(請先電話約面試時間，勿直接前往，無誠勿擾)台北西門町店-台北市萬華區中華路一段106號 店長(02)23880699台北錦州店-台北市中山區錦州街410號 魏先生0906890225台北雙城店-台北市中山區雙城街15號  鐘先生0921027102,台北市不限,無,日班、夜班、中班,時薪,168.0,180.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2448869&HIRE_ID=11436189,米桔有限公司,20221028,"['功夫茶', '手作', '職人員', '錦州店', '雙城店', '西門', '無誠勿擾']"
內外場服務人員         ,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,10,20221130,食材調理(洗切、備料、儲存、擺盤)、廚房清理(刀具、餐具、器具、環境)從基層培育為店舖營運幹部、學習管理外場事務及營運管理顧客服務(帶位、點餐、送餐、收桌)、外場清理(客席、餐具、器具、環境),台北市中正區,無,日班、中班,月薪,30000.0,40000.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2474369&HIRE_ID=11364047,旺正有限公司,20221028,['內外場服務人員']
【安穩僱用】兼職服務人員,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,10,20230630,不分內/外場都是屬於合併型態的工作內容:製作麵團、桿麵、煮麵、製作高湯、洗切蔬菜備料、炸天婦羅、包飯糰、收銀、洗碗與收拾餐盤碗筷、掃地..等,台北市南港區,1年以上,輪班三班制,時薪,185.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2208197&HIRE_ID=11274083,台灣東利多股份有限公司,20220628,"['安穩', '僱用', '兼職', '服務人員']"
製片助理,全職,13,傳播／娛樂／藝術,130104,影片製作專業人員,1,額滿為止,1.協助處理影視後製特效相關的專案資料2.素材，檔案，鏡頭整理傳輸3.參與製作相關會議，追蹤後續進度4.主管交辦事項,台北市內湖區,無,日班,月薪,26000.0,30000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1100066&HIRE_ID=11523265,兔將創意影業股份有限公司,20221017,['製片助理']
營運服務專員-台北ATT,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20230630,1.顧客服務：餐點介紹與推廣2.門市形象維護：門市環境清潔、餐具清潔整理 3.商品管理：餐點衛生控管 4.食品衛生管理執行 5.其他主管交辦事項,台北市中山區,無,日班、中班,月薪,32114.0,35273.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2240377&HIRE_ID=11500859,這一鍋餐飲股份有限公司吉林分公司,20221005,['營運服務專員-台北ATT']
行李員 Bell Boy,全職,16,旅遊／餐飲／休閒,160205,飯店工作人員,4,額滿為止,1.大門口迎賓送客。2.保持大門交通順暢。3.飯店指引協助。4.服務顧客行李運送及寄存作業。5.旅遊諮詢。6.從事服務中心相關工作優先面試。,台北市大安區,無,日班、夜班、中班,月薪,28000.0,31000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=103990&HIRE_ID=11493699,福華大飯店股份有限公司,20221017,"['Bell', 'Boy', '行李']"
廚務助理-台北信義(安穩僱用2.0),全職,16,旅遊／餐飲／休閒,160206,廚師助理,3,20230630,1.協助餐點製作 2.食材品質維護 3.廚房相關事務,台北市大安區,無,日班、夜班、中班,月薪,32114.0,35273.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2240395&HIRE_ID=11501429,這一鍋餐飲股份有限公司台北信義分公司,20221005,"['廚務', '信義', '安穩', '僱用', '2.0', '台北', '助理']"
行政助理,全職,1,經營／行政／總務,10206,行政助理,1,額滿為止,協助付款資料及相關文件收集、整理。協助完成試驗用品出口申請及相關文件整理,台北市信義區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2479099&HIRE_ID=11510933,台灣愛康恩研究有限公司,20221011,['行政助理']
早午餐正職人員,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,20231231,1. 餐點備料與製作。2. 維持店鋪環境清潔。3. 提供顧客親切優質服務。4. 協助商品訂貨盤點。5. 其他主管交代事項。,台北市中正區,無,日班,月薪,32000.0,34000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2276293&HIRE_ID=11534255,饗樂餐飲實業股份有限公司,20221110,['早午餐正職人員']
食品生產技術專員(熟食課)(兼職) ,兼職,22,其他職類,220101,兼職人員,3,20221130,1.商品上架陳列 2.商品排面整理3.賣場環境管理及清潔 4.商品喊賣 5.顧客服務、具有服務熱忱6.食品煮熟及切割 有熟食相關經驗優先,台北市北投區,無,部份工時：時分至時分,時薪,170.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=60001&HIRE_ID=11581017,家福股份有限公司,20221110,"['生產技術', '專員', '兼職', '熟食', '食品']"
漢堡王服務員-兼職人員[敦南店],全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20221205,外場作業:環境整潔櫃台作業:收銀作業/顧客服務內場作業:食品安全/材料準備/高品質餐點製作早班、中班、晚班 可配合彈性排班,台北市大安區,無,日班、夜班、輪班三班制、中班,時薪,168.0,,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=149530&HIRE_ID=11501551,家城股份有限公司,20221005,"['漢堡', '服務員', '職人員', '敦南店']"
清潔員,全職,19,清潔／家事／托育(保母),190101,大樓及辦公室清潔員,2,額滿為止,商辦大樓公共區域 如廁所、茶水間清潔,台北市信義區,無,日班,月薪,25250.0,25250.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=59004&HIRE_ID=11518249,台業環境清潔維護股份有限公司,20221017,['清潔員']
節目轉播錄影TD(技術指導)(上班地點:內湖),全職,13,傳播／娛樂／藝術,130111,視聽工程類人員,1,額滿為止,【工作內容】1.協助節目錄製之設備/線路等工程前置作業及訊號故障排除。2.攝影棚/EFP/OB車設備維護。3.能支援成音師及視訊師的工作。4.須熟悉節目錄製流程作業。5.協助攝影棚節目錄製及戶外轉播等工程相關的工作上班時段:日班、假日班、需輪班熱愛學習，上進又積極，有團隊合作性格的您，歡迎加入！【薪資】面議【公司福利】1.年終獎金2.端午＆中秋禮金/禮品3.團體保險，包括壽險、意外險、醫療險、癌症險等，以增加員工整體之保障。4.育嬰津貼/職災津貼等協助申請5.尾牙餐敘6.每年健康檢查，讓同仁能掌握自己的健康狀況台亞是一個結合衛星及網路影音平台業者，將各種不同產品及活動訊息傳播給大眾。本公司隸屬國內營收超過台幣兆元的大型集團，待遇優福利好，工作環境佳。請主動與我們聯絡。,台北市內湖區,2年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2308879&HIRE_ID=11473611,台亞衛星通訊股份有限公司,20220923,"['節目', '轉播', '錄影', 'TD', '技術', '指導', '地點', '內湖', '上班']"
內外場服務人員 ,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,10,20221130,食材調理(洗切、備料、儲存、擺盤)、廚房清理(刀具、餐具、器具、環境)從基層培育為店舖營運幹部、學習管理外場事務及營運管理顧客服務(帶位、點餐、送餐、收桌)、外場清理(客席、餐具、器具、環境),台北市大同區,無,日班、中班,月薪,30000.0,40000.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2476761&HIRE_ID=11424751,馬越商行,20221028,['內外場服務人員']
機械設備維修人員,全職,10,技術／維修／操作,100290,其他產品維修人員,1,20221126,負責產品設備的檢查、修理與故障排除，1. 日本製CNC工具機安裝及售後維修服務 2. 至客戶工廠進行零件更換或設備修理　3. 至客戶工廠進行新設備安裝、施工、測試4. 對應客戶叫修電話處理、指導故障狀況檢修排除5. 具日文溝通能力與日本總公司討論設備安裝及維修等相關事誼 6. 處理其他主管交辦事項7. 有2年以上機械安裝及維修相關工作經驗　8. 具有自小客車駕照並定期進行相關維護工作。,台北市中正區,2年以上,日班,月薪,35000.0,48000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2473229&HIRE_ID=11475661,日商尼得科機床股份有限公司台北分公司,20220926,['機械設備維修人員']
總幹事,全職,1,經營／行政／總務,10103,總幹事,1,20221226,1.具【總幹事】證照，熟悉公寓大廈管理條例法條。2.具電腦文書作業能力優、有大型社區管理實務經驗三年以上工作經驗者為佳。3.主動積極、擅長溝通協調、嚴謹縝密、任勞任怨、抗壓性高、敬業樂群。4.執行與追蹤各項社區管理事項及各項活動及會議。5.執行社區管委會各項管理制度，以符合管理之需求。*意者請將履歷郵寄至:臺北市大安區忠孝東路三段248巷20號臺北市正義新城管理委員會收,台北市大安區,3年以上,日班,月薪,38000.0,38000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1187773&HIRE_ID=11542901,臺北市正義新城管理委員會,20221026,['總幹事']
【內湖禮客】adidas專賣店-銷售人員,全職,6,客服／門市,60202,賣場（人員／儲備幹部）,5,額滿為止,1.負責介紹及銷售門市商品。  2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。  3.負責商品進貨入庫、銷售管理及庫存管理。  4.負責商品包裝、陳列及促銷品換檔工作。5.維持門店週遭之整潔。，,台北市內湖區,1年以上,日班、夜班、輪班二班制、中班,月薪,25250.0,28000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1108684&HIRE_ID=11552673,優尼聖企業股份有限公司,20221031,"['內湖', '禮客', 'adidas', '專賣店', '銷售', '人員']"
工地主任,全職,11,營建／製圖／施作,110111,營建主管,5,20230109,1.協助工區進度、品質及成本管理，向建築師或土木工程師報告進度、施工狀況以及預算使用情形  2.轉達施工要領，矯正不良施工，並協助解釋施工規範問題  3.規劃並確保各施工階段之可行性與安全性無虞、與施工者協商，確定施工計畫、水準及程序工作技能：工程協調及問題處理工程施工管理監督監工日報表紀錄填寫工地行政相關報表製作進修補助、尾牙或春酒、住宿福利、員工聚餐 、工地主任及勞安證照可補助上課,新北市不限,3年以上,日班,月薪,40000.0,,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1120341&HIRE_ID=11576899,全城營造廠有限公司,20221109,['工地主任']
